Iteración,Tiempo Generación Claves (ms),Tiempo Firma Pequeña (ms),Tiempo Firma Grande (ms),Tiempo Verificación Pequeña (ms),Tiempo Verificación Grande (ms),Tiempo Total Pequeño (ms),Tiempo Total Grande (ms)
1,1.0898,3.8111,1.6246,0.8977,0.8532,5.7986,3.5677
2,0.4570,1.0642,0.7915,0.7292,0.6766,2.2504,1.9251
3,0.3017,0.5152,1.6387,0.4503,0.3729,1.2672,2.3133
4,0.3273,1.3372,1.3523,0.3472,0.3706,2.0117,2.0502
5,0.3052,2.1439,1.8398,0.3577,0.3784,2.8068,2.5235
6,0.3355,0.3903,0.5465,0.3477,0.3958,1.0735,1.2779
7,0.3445,0.5756,0.9796,0.3742,0.3931,1.2943,1.7171
8,0.3109,0.8007,0.6208,0.2295,0.2139,1.3412,1.1456
9,0.3165,1.3481,1.2708,0.1836,0.2243,1.8482,1.8116
10,0.2940,0.4864,3.2148,0.2838,1.8776,1.0642,5.3864
11,0.4658,0.5908,0.8504,0.2589,0.3220,1.3155,1.6383
12,0.3798,1.0679,0.7770,0.2619,0.3082,1.7096,1.4650
13,0.3670,0.4633,0.8822,0.3255,0.2931,1.1558,1.5423
14,0.3671,0.4229,0.8956,0.2854,0.2984,1.0754,1.5610
15,0.3734,0.6015,1.1614,0.2624,0.3241,1.2374,1.8589
16,0.3779,0.5152,0.3966,0.1894,0.2157,1.0825,0.9902
17,0.3579,0.5891,0.4974,0.3101,0.3223,1.2571,1.1775
18,0.3513,0.5569,0.7799,0.1826,0.1997,1.0908,1.3308
19,0.3162,0.3016,0.6696,0.1781,0.2035,0.7960,1.1894
20,0.3087,0.5701,0.4095,0.1787,0.2065,1.0575,0.9247
21,0.2784,0.3508,0.7143,0.1751,0.1996,0.8042,1.1923
22,0.2520,0.2880,0.3580,0.1822,0.2051,0.7221,0.8151
23,0.2539,1.1699,0.4783,0.1860,0.2038,1.6098,0.9360
24,0.2873,0.7808,0.3939,0.2003,0.2042,1.2683,0.8854
25,0.3443,0.6912,0.4904,0.2457,0.2968,1.2811,1.1315
26,0.3507,2.2353,1.4596,0.2624,0.2963,2.8485,2.1066
27,0.3549,1.6125,0.4479,0.2759,0.3111,2.2434,1.1139
28,0.3515,0.4290,0.4714,0.2583,0.2815,1.0387,1.1044
29,0.3459,0.4263,0.4533,0.2768,0.2953,1.0490,1.0946
30,0.3341,0.6865,0.4823,0.2654,0.3081,1.2861,1.1246
31,0.3655,0.4148,1.5255,0.2671,0.3010,1.0474,2.1921
32,0.3517,0.5183,0.6263,0.2731,0.3354,1.1431,1.3135
33,0.3373,0.5342,0.4527,0.2596,0.3169,1.1311,1.1069
34,0.3058,0.6850,0.5133,0.1745,0.2215,1.1653,1.0406
35,0.3614,0.4217,0.5574,0.1783,0.2200,0.9614,1.1388
36,0.3216,0.2676,0.3260,0.1751,0.2005,0.7643,0.8481
37,0.2693,1.6862,0.4722,0.1750,0.2005,2.1305,0.9420
38,0.3057,0.3578,0.3366,0.2079,0.2833,0.8715,0.9255
39,0.2972,0.2745,0.3700,0.1875,0.2054,0.7593,0.8726
40,0.3108,0.2653,0.6440,0.1945,0.2010,0.7706,1.1557
41,0.3070,1.0134,0.3439,0.1865,0.2025,1.5070,0.8534
42,0.3132,0.9462,2.6515,0.1957,0.2103,1.4550,3.1750
43,0.3132,0.6148,1.7811,0.2224,0.1957,1.1505,2.2901
44,0.3023,0.2686,0.5424,0.1898,0.1968,0.7608,1.0415
45,0.2762,0.6486,0.4390,0.1712,0.2214,1.0960,0.9367
46,0.2622,0.3473,0.3965,0.1697,0.2003,0.7792,0.8589
47,0.2673,0.2688,0.4577,0.1880,0.1975,0.7241,0.9225
48,0.2684,0.6440,1.3998,0.1737,0.2082,1.0861,1.8765
49,0.2750,0.4223,0.4008,0.1694,0.2011,0.8666,0.8768
50,0.2845,0.5138,1.2767,0.1908,0.1958,0.9890,1.7569
51,0.3382,0.3122,0.3017,0.1897,0.1963,0.8401,0.8362
52,0.2636,0.4004,0.4744,0.1741,0.1962,0.8381,0.9342
53,0.2930,0.4639,0.4073,0.1683,0.1991,0.9253,0.8994
54,0.2882,0.2620,0.2920,0.1678,0.2133,0.7180,0.7936
55,0.2940,0.2669,0.3032,0.1676,0.1998,0.7284,0.7969
56,0.2726,0.7109,0.6421,0.1690,0.1947,1.1526,1.1095
57,0.3000,0.2759,0.2881,0.1739,0.1957,0.7497,0.7838
58,0.2840,0.2678,0.6826,0.1696,0.1990,0.7213,1.1656
59,0.3254,0.5029,0.3748,0.1831,0.1999,1.0114,0.9001
60,0.2810,0.5329,0.2954,0.1715,0.2080,0.9854,0.7845
61,0.2828,0.4735,1.3772,0.1758,0.2163,0.9321,1.8764
62,0.3090,0.2694,1.0645,0.1748,0.2511,0.7532,1.6246
63,0.3698,0.3273,0.4764,0.1738,0.1968,0.8710,1.0431
64,0.2917,0.3450,2.1408,0.1866,0.1966,0.8232,2.6291
65,0.2731,0.8707,0.9517,0.1731,0.1948,1.3170,1.4196
66,0.2835,0.4170,1.3753,0.1752,0.1990,0.8757,1.8579
67,0.2950,0.3529,0.5278,0.1815,0.1945,0.8295,1.0173
68,0.2573,1.2052,0.9250,0.1666,0.2059,1.6291,1.3882
69,0.2704,0.7192,0.2966,0.1767,0.2157,1.1663,0.7827
70,0.3003,0.4394,0.8540,0.1734,0.2179,0.9130,1.3722
71,0.3359,0.7634,0.3466,0.1949,0.1968,1.2943,0.8792
72,0.3079,0.4368,0.3924,0.1708,0.2012,0.9156,0.9014
73,0.2707,0.5812,0.3084,0.1927,0.1971,1.0446,0.7762
74,0.2947,0.6816,0.5467,0.1709,0.2025,1.1473,1.0439
75,0.3849,1.7243,0.9561,0.1991,0.1997,2.3083,1.5407
76,0.2885,0.8508,0.3077,0.1962,0.1961,1.3356,0.7923
77,0.2987,0.4349,0.6895,0.1933,0.1967,0.9269,1.1849
78,0.2864,0.2901,0.2973,0.1671,0.2092,0.7436,0.7929
79,0.3140,1.5441,0.7486,0.1706,0.1946,2.0287,1.2572
80,0.2893,0.5067,0.3202,0.1756,0.1955,0.9715,0.8050
81,0.2918,1.5109,0.3934,0.1902,0.1957,1.9929,0.8809
82,0.2913,0.6433,0.3999,0.1708,0.2226,1.1054,0.9138
83,0.2946,0.4756,0.9879,0.1749,0.1952,0.9451,1.4778
84,0.2966,0.5683,0.3126,0.2154,0.1970,1.0802,0.8063
85,0.2863,0.4079,0.2924,0.1710,0.1959,0.8652,0.7747
86,0.3164,0.2767,0.4835,0.1713,0.1952,0.7644,0.9951
87,0.2845,0.3981,0.6194,0.1953,0.1955,0.8779,1.0993
88,0.2904,0.2986,1.0027,0.1731,0.2005,0.7622,1.4935
89,0.2977,0.7783,0.6300,0.1717,0.1952,1.2477,1.1230
90,0.3121,0.4104,0.3775,0.1929,0.1951,0.9153,0.8847
91,0.2816,0.2866,0.4607,0.1792,0.1993,0.7474,0.9416
92,0.2719,0.5041,0.3224,0.1729,0.1943,0.9489,0.7887
93,0.2887,0.3924,0.8801,0.1716,0.1983,0.8527,1.3671
94,0.3211,0.4517,0.8069,0.1718,0.1995,0.9447,1.3275
95,0.3231,0.4368,0.4898,0.1678,0.1956,0.9278,1.0085
96,0.2840,1.0198,0.4104,0.1730,0.2205,1.4768,0.9149
97,0.3129,1.5942,0.6663,0.1806,0.2011,2.0876,1.1803
98,0.2881,0.4134,0.4654,0.1972,0.1966,0.8986,0.9501
99,0.3436,1.5705,0.4218,0.1760,0.2020,2.0901,0.9674
100,0.3071,0.7031,1.8209,0.1776,0.2187,1.1878,2.3467
101,0.3159,0.3741,0.5692,0.1714,0.1966,0.8614,1.0817
102,0.2932,0.6998,1.1166,0.1760,0.1973,1.1690,1.6072
103,0.2717,0.5992,0.3808,0.1978,0.1968,1.0687,0.8492
104,0.2669,0.5302,1.5116,0.2007,0.1977,0.9978,1.9763
105,0.3280,1.5749,0.8346,0.1880,0.1968,2.0909,1.3594
106,0.3221,0.3404,0.4327,0.1991,0.2014,0.8615,0.9562
107,0.3025,1.0327,1.6958,0.1728,0.1957,1.5079,2.1940
108,0.3041,0.2694,0.2933,0.2116,0.1965,0.7851,0.7938
109,0.2869,0.3884,0.5152,0.1720,0.2395,0.8473,1.0416
110,0.2861,0.8632,0.3678,0.1710,0.2267,1.3203,0.8805
111,0.2895,0.3671,0.6636,0.1748,0.2459,0.8314,1.1990
112,0.3594,1.1358,0.4534,0.2487,0.2838,1.7439,1.0966
113,0.3775,0.7831,0.4319,0.2490,0.2826,1.4095,1.0919
114,0.3424,0.3862,0.5905,0.2476,0.2972,0.9762,1.2302
115,0.3583,1.1587,0.4525,0.2420,0.2847,1.7590,1.0955
116,0.3485,1.3656,0.5658,0.2462,0.2806,1.9603,1.1949
117,0.3492,0.7226,1.5661,0.2460,0.2796,1.3178,2.1949
118,0.3448,0.7771,0.4283,0.2702,0.3049,1.3922,1.0780
119,0.3370,0.6214,0.6841,0.2492,0.2937,1.2076,1.3149
120,0.3562,0.3875,0.8406,0.2426,0.2789,0.9863,1.4757
121,0.3381,1.9343,1.7766,0.1974,0.2286,2.4698,2.3433
122,0.2585,0.2921,0.3053,0.1724,0.1989,0.7231,0.7627
123,0.2558,0.4069,1.1354,0.1964,0.1972,0.8592,1.5884
124,0.2611,0.3656,0.3635,0.1705,0.2113,0.7973,0.8359
125,0.2967,0.6663,1.0976,0.1771,0.1992,1.1401,1.5935
126,0.2578,0.6138,0.5337,0.2094,0.2010,1.0810,0.9924
127,0.2534,0.3629,0.2968,0.1721,0.1963,0.7884,0.7465
128,0.2691,1.1691,0.5834,0.1724,0.2153,1.6107,1.0678
129,0.2981,0.3637,1.4034,0.1783,0.2220,0.8401,1.9235
130,0.2791,1.0374,1.2662,0.2080,0.1976,1.5246,1.7429
131,0.2848,1.2044,0.5658,0.1713,0.1962,1.6605,1.0468
132,0.2715,0.3666,0.3093,0.1767,0.2015,0.8147,0.7823
133,0.2506,1.2632,0.6201,0.1752,0.2156,1.6890,1.0864
134,0.2713,0.7221,1.1289,0.1773,0.1985,1.1707,1.5988
135,0.2863,0.6071,0.6244,0.1701,0.2079,1.0635,1.1187
136,0.2941,0.6709,0.6799,0.1717,0.2171,1.1368,1.1911
137,0.2687,0.2675,1.3453,0.1766,0.2071,0.7128,1.8211
138,0.2613,0.4201,0.3876,0.1697,0.2143,0.8511,0.8631
139,0.2826,0.4373,0.4095,0.1720,0.1990,0.8919,0.8910
140,0.2838,0.6081,0.3932,0.1694,0.2003,1.0612,0.8773
141,0.2729,0.2705,0.7292,0.1736,0.1984,0.7170,1.2005
142,0.2529,2.0182,0.4531,0.1706,0.1957,2.4417,0.9017
143,0.2751,0.3400,0.7059,0.1685,0.1969,0.7836,1.1779
144,0.2606,0.5412,0.8391,0.1772,0.1969,0.9791,1.2966
145,0.2766,1.4198,0.5749,0.1745,0.1996,1.8709,1.0511
146,0.2722,0.4424,0.7320,0.2155,0.2302,0.9301,1.2344
147,0.3807,0.6333,0.5954,0.1710,0.1957,1.1850,1.1718
148,0.3085,0.5136,0.4992,0.1760,0.1967,0.9981,1.0044
149,0.3086,1.6510,0.3862,0.1734,0.2158,2.1330,0.9107
150,0.3044,0.6287,0.2931,0.1894,0.1965,1.1226,0.7940
151,0.2900,0.9588,0.4010,0.2645,0.2361,1.5134,0.9272
152,0.3462,0.2675,0.2892,0.3165,0.2042,0.9301,0.8396
153,0.2838,0.6134,1.5116,0.1929,0.2004,1.0900,1.9957
154,0.3065,0.9174,0.5701,0.1722,0.1966,1.3960,1.0732
155,0.3266,0.3591,0.5419,0.1905,0.1963,0.8762,1.0649
156,0.2854,0.7182,0.6948,0.1759,0.2005,1.1794,1.1807
157,0.3081,0.5910,1.0077,0.1765,0.2179,1.0756,1.5338
158,2.5412,0.3087,0.4728,0.1762,0.2290,3.0261,3.2430
159,0.3039,0.3624,0.8719,0.1756,0.2143,0.8418,1.3901
160,0.2968,0.7235,0.5305,0.1872,0.2003,1.2074,1.0276
161,0.3390,0.6101,0.5472,0.1728,0.2388,1.1219,1.1250
162,0.2636,0.4416,1.1385,0.1705,0.1956,0.8757,1.5977
163,0.2777,0.6806,0.5808,0.1699,0.2001,1.1282,1.0586
164,0.2677,0.9051,1.2208,0.1762,0.1956,1.3490,1.6841
165,0.2688,0.8341,0.2956,0.1735,0.1962,1.2764,0.7606
166,0.2566,0.6262,0.5654,0.1713,0.1991,1.0541,1.0211
167,0.2606,0.3566,0.3821,0.2220,0.2099,0.8392,0.8526
168,0.2530,0.2901,0.6572,0.1884,0.1975,0.7316,1.1078
169,0.2580,1.8960,1.2458,0.1739,0.2144,2.3280,1.7183
170,0.2587,0.4646,1.2091,0.1829,0.2521,0.9063,1.7199
171,0.3159,0.4394,0.9841,0.1914,0.2121,0.9466,1.5121
172,0.2782,0.7836,0.2928,0.1715,0.2040,1.2333,0.7749
173,0.2687,0.2630,0.8984,0.1719,0.2017,0.7036,1.3687
174,0.2856,0.3556,0.5812,0.1726,0.1938,0.8138,1.0607
175,0.2720,0.6460,0.6268,0.1690,0.1966,1.0871,1.0955
176,0.2835,0.3996,0.9121,0.1706,0.1996,0.8537,1.3951
177,0.3533,1.1550,1.5334,0.1760,0.2020,1.6843,2.0887
178,0.3007,0.4496,0.2956,0.1694,0.2124,0.9197,0.8088
179,0.2610,0.2657,0.5575,0.1713,0.1967,0.6980,1.0152
180,0.2826,0.6079,0.4654,0.1713,0.1955,1.0618,0.9434
181,0.2571,0.4463,0.6900,0.1747,0.1958,0.8780,1.1428
182,0.2362,0.4457,0.4732,0.1768,0.1965,0.8587,0.9059
183,0.2262,0.3341,0.5584,0.2004,0.1952,0.7606,0.9798
184,0.2498,0.6405,1.3256,0.1751,0.1993,1.0654,1.7746
185,0.2805,0.2777,0.8633,0.1694,0.1955,0.7277,1.3393
186,0.2474,0.2795,0.5723,0.1783,0.1962,0.7052,1.0158
187,0.2789,0.6261,1.3961,0.1754,0.2087,1.0805,1.8838
188,0.2947,0.3885,1.6016,0.1750,0.2082,0.8582,2.1045
189,0.2722,0.6950,0.5269,0.1827,0.1975,1.1500,0.9966
190,0.2707,0.6408,0.9502,0.1761,0.2027,1.0876,1.4236
191,0.2834,0.3459,2.4644,0.1851,0.2015,0.8144,2.9494
192,0.2754,0.2673,0.5278,0.1694,0.1942,0.7121,0.9974
193,0.2535,0.3410,0.7337,0.1701,0.2005,0.7646,1.1877
194,0.2693,0.2654,0.7296,0.1774,0.2198,0.7121,1.2187
195,0.3802,0.5688,0.7357,0.2546,0.3291,1.2036,1.4450
196,0.3271,0.5468,0.4756,0.2613,0.3164,1.1351,1.1191
197,0.3257,0.8086,1.0670,0.2572,0.3080,1.3915,1.7008
198,0.3491,0.7343,0.4424,0.2704,0.2956,1.3538,1.0871
199,0.3591,0.6985,1.3453,0.2634,0.2935,1.3209,1.9978
200,0.3604,0.5607,0.5932,0.2412,0.2979,1.1623,1.2514
201,0.3475,0.5329,0.9734,0.2926,0.2930,1.1730,1.6139
202,0.3274,1.4525,0.8272,0.2596,0.2974,2.0395,1.4520
203,0.3678,0.4016,0.7959,0.2506,0.3119,1.0200,1.4757
204,0.3231,0.7940,1.0517,0.2606,0.2987,1.3777,1.6735
205,0.3545,0.7885,0.6620,0.2709,0.2935,1.4139,1.3100
206,0.3487,0.3895,1.0937,0.2568,0.3010,0.9951,1.7434
207,0.2614,1.6215,0.8268,0.2244,0.2201,2.1073,1.3083
208,0.2805,0.9057,0.4755,0.2601,0.3134,1.4463,1.0694
209,0.3383,0.5019,1.6547,0.2596,0.2880,1.0997,2.2809
210,0.3331,1.2709,1.6374,0.2657,0.3096,1.8697,2.2801
211,0.3331,0.3785,0.4389,0.2472,0.2766,0.9588,1.0487
212,0.3363,0.6282,0.5824,0.1867,0.2730,1.1512,1.1917
213,0.3283,1.0541,0.4299,0.2316,0.2450,1.6140,1.0033
214,0.3703,0.3821,1.0895,0.2457,0.2859,0.9980,1.7456
215,0.3664,0.4373,0.4032,0.1708,0.1947,0.9745,0.9643
216,0.2602,0.8903,0.3718,0.1664,0.1955,1.3169,0.8275
217,0.2540,0.3607,0.4795,0.1706,0.2090,0.7852,0.9425
218,0.2815,0.2686,0.7282,0.1690,0.2005,0.7191,1.2103
219,0.2712,0.5477,1.2354,0.1884,0.2019,1.0074,1.7086
220,0.2601,0.8950,1.4290,0.1699,0.2068,1.3251,1.8959
221,0.2617,1.0429,0.8094,0.1713,0.1995,1.4759,1.2706
222,0.2778,0.4490,1.4998,0.1834,0.2106,0.9102,1.9882
223,0.3405,0.5874,1.9702,0.1771,0.2053,1.1050,2.5160
224,0.2690,1.3421,1.1347,0.1896,0.1990,1.8007,1.6027
225,0.2684,0.5280,1.0770,0.1713,0.2030,0.9677,1.5484
226,0.2701,0.9371,0.7842,0.1940,0.1961,1.4012,1.2504
227,0.3426,0.6915,0.4573,0.1894,0.1955,1.2234,0.9953
228,0.2578,0.4714,0.5210,0.1656,0.2051,0.8948,0.9840
229,0.1946,0.5265,0.4060,0.1684,0.1929,0.8895,0.7935
230,0.2096,1.9620,0.3007,0.1705,0.1993,2.3420,0.7096
231,0.2013,0.2717,0.3727,0.2316,0.2740,0.7046,0.8480
232,0.2563,0.4297,0.3952,0.1699,0.1952,0.8559,0.8467
233,0.2096,0.3591,0.7184,0.1830,0.1947,0.7517,1.1228
234,0.1942,0.2589,0.4004,0.1685,0.1982,0.6216,0.7929
235,0.2061,0.6076,0.4513,0.2010,0.2587,1.0146,0.9160
236,0.3136,0.3195,0.4783,0.1722,0.2070,0.8054,0.9988
237,0.2464,0.2620,0.5020,0.1705,0.1989,0.6789,0.9473
238,0.1967,1.3510,0.5614,0.1652,0.2051,1.7129,0.9633
239,0.2126,0.3489,2.4524,0.2038,0.2149,0.7652,2.8799
240,0.3021,0.3537,0.3830,0.1778,0.2003,0.8335,0.8854
241,0.2443,0.9522,0.7432,0.1748,0.1990,1.3712,1.1865
242,0.2830,0.7321,0.5455,0.1857,0.2075,1.2008,1.0360
243,0.3058,0.5881,0.4691,0.1666,0.1955,1.0605,0.9704
244,0.2447,0.4420,0.4520,0.1850,0.2024,0.8717,0.8991
245,0.3059,0.6528,0.4075,0.1748,0.2156,1.1335,0.9290
246,0.2710,0.7725,0.6133,0.1846,0.1993,1.2281,1.0837
247,0.2733,1.7547,0.6032,0.1726,0.1954,2.2006,1.0719
248,0.2940,0.2857,0.2914,0.1694,0.2023,0.7491,0.7877
249,0.3246,0.5292,0.7773,0.1707,0.1950,1.0244,1.2969
250,0.2816,0.6326,0.7339,0.1728,0.2119,1.0870,1.2274
251,0.2902,0.2637,1.3700,0.1715,0.1967,0.7254,1.8569
252,0.3186,1.5817,0.4163,0.1685,0.2150,2.0688,0.9499
253,0.2798,0.6270,0.8779,0.2086,0.2085,1.1154,1.3662
254,0.3000,0.3626,1.0706,0.1822,0.2063,0.8448,1.5768
255,0.2854,0.2719,0.3952,0.1683,0.2107,0.7256,0.8914
256,0.2845,0.2917,1.0215,0.1674,0.1938,0.7436,1.4999
257,0.2754,0.2583,0.4541,0.1739,0.2140,0.7075,0.9434
258,0.2646,1.1921,0.7922,0.1740,0.1961,1.6307,1.2530
259,0.3543,0.7932,0.2995,0.1719,0.1945,1.3194,0.8483
260,0.2842,0.3545,0.4837,0.1683,0.1954,0.8070,0.9633
261,0.2495,0.3484,0.4854,0.1665,0.2131,0.7644,0.9480
262,0.2558,1.7758,1.2168,0.2333,0.2621,2.2649,1.7347
263,0.3658,1.2551,0.4840,0.1734,0.2082,1.7943,1.0580
264,0.3130,0.2998,0.4548,0.1737,0.2363,0.7866,1.0042
265,0.2734,0.2798,1.0350,0.1827,0.1929,0.7359,1.5013
266,0.2532,0.4276,0.2855,0.1745,0.1975,0.8553,0.7362
267,0.2658,2.5676,0.2892,0.1856,0.1934,3.0190,0.7484
268,0.2867,1.1275,1.5701,0.1776,0.1940,1.5919,2.0508
269,0.2864,0.2606,0.3803,0.1817,0.1939,0.7286,0.8606
270,0.2344,0.2622,0.3127,0.1743,0.1939,0.6708,0.7409
271,0.2244,0.4540,1.3056,0.1750,0.2100,0.8533,1.7400
272,0.2998,0.4424,0.6064,0.1652,0.2014,0.9073,1.1075
273,0.2503,0.5960,0.9257,0.1685,0.2167,1.0148,1.3926
274,0.2571,1.0579,0.3898,0.1772,0.1947,1.4921,0.8416
275,0.3052,1.0049,0.6042,0.1675,0.2145,1.4776,1.1239
276,0.2935,0.6862,0.3125,0.1653,0.1976,1.1449,0.8035
277,0.2359,0.4073,1.2579,0.1655,0.1984,0.8087,1.6923
278,0.2587,0.3255,0.7314,0.1674,0.1952,0.7516,1.1853
279,0.2914,0.2620,0.7434,0.1690,0.1938,0.7224,1.2286
280,0.2526,0.3604,0.2897,0.1634,0.2100,0.7764,0.7523
281,0.2817,0.4077,0.4039,0.1686,0.1939,0.8580,0.8795
282,0.2425,0.7128,0.2888,0.1834,0.1932,1.1388,0.7245
283,0.2983,0.3827,0.5264,0.2249,0.2939,0.9058,1.1185
284,0.2980,0.4276,0.4281,0.1697,0.1933,0.8954,0.9195
285,0.2826,0.3351,0.2888,0.1715,0.2316,0.7892,0.8029
286,0.2556,0.4649,0.4404,0.1712,0.1941,0.8917,0.8901
287,0.3276,0.2752,0.2875,0.1880,0.1986,0.7908,0.8137
288,0.2664,0.3573,0.3808,0.1981,0.2590,0.8219,0.9062
289,0.3373,0.3536,0.3547,0.1853,0.1986,0.8762,0.8905
290,0.2794,0.5461,0.4740,0.1873,0.2028,1.0127,0.9561
291,0.2977,0.6514,1.1041,0.1846,0.2140,1.1338,1.6158
292,0.2747,0.5217,0.3144,0.1718,0.2047,0.9682,0.7939
293,0.3643,0.6878,1.1836,0.1971,0.2160,1.2493,1.7640
294,0.2767,0.5588,0.7545,0.1690,0.2173,1.0045,1.2485
295,0.2597,0.4355,2.0763,0.1716,0.2003,0.8668,2.5363
296,0.2826,0.3631,0.3297,0.1985,0.1986,0.8441,0.8109
297,0.2439,0.3806,1.0423,0.1780,0.2535,0.8025,1.5397
298,0.3798,0.5078,0.3948,0.1718,0.2189,1.0594,0.9935
299,0.3564,0.6869,1.2969,0.2762,0.2897,1.3194,1.9430
300,0.3569,0.3583,0.3982,0.2620,0.2933,0.9772,1.0485
301,0.3140,1.3205,1.0420,0.2585,0.2963,1.8930,1.6524
302,0.3329,0.4600,1.0053,0.2901,0.2979,1.0831,1.6362
303,0.3446,3.2962,0.5467,0.2596,0.2917,3.9004,1.1830
304,0.3253,0.4128,1.1427,0.2610,0.2959,0.9991,1.7639
305,0.3196,0.3872,0.8418,0.2348,0.3006,0.9417,1.4620
306,0.3135,0.6246,1.5682,0.2761,0.2965,1.2142,2.1782
307,0.3550,0.6160,0.6977,0.2580,0.2886,1.2290,1.3414
308,0.3285,3.2409,0.4127,0.2564,0.2930,3.8257,1.0343
309,0.3682,0.3970,0.4124,0.2307,0.1957,0.9959,0.9763
310,0.2622,0.2912,0.4698,0.1670,0.1935,0.7203,0.9255
311,0.2963,0.6373,1.1308,0.1734,0.1962,1.1071,1.6234
312,0.2508,0.3274,0.5784,0.2069,0.1931,0.7851,1.0223
313,0.2726,0.8764,0.2889,0.1955,0.1945,1.3445,0.7560
314,0.2813,1.9569,0.6551,0.1928,0.1928,2.4310,1.1292
315,0.3179,0.5626,0.3345,0.1647,0.1993,1.0452,0.8517
316,0.2515,0.2849,0.4556,0.1692,0.1977,0.7056,0.9048
317,0.2849,0.9229,0.5367,0.2722,0.2959,1.4800,1.1176
318,0.3409,0.5165,1.3303,0.2580,0.3153,1.1155,1.9865
319,0.3291,0.8453,1.6142,0.2529,0.2721,1.4273,2.2154
320,0.3404,0.4830,0.9699,0.2703,0.2969,1.0937,1.6072
321,0.3366,0.4278,1.3940,0.2391,0.2998,1.0035,2.0303
322,0.3273,0.6343,0.8239,0.2613,0.2973,1.2229,1.4485
323,0.3618,1.0011,0.6039,0.2706,0.2892,1.6335,1.2549
324,0.3370,0.4294,1.0810,0.2561,0.2974,1.0225,1.7154
325,0.3257,1.3421,1.4904,0.2563,0.2807,1.9241,2.0968
326,0.3493,0.4109,1.1686,0.2643,0.2668,1.0244,1.7847
327,0.3193,0.7597,0.5535,0.2510,0.2887,1.3300,1.1615
328,0.3416,0.9353,0.5666,0.2683,0.3200,1.5452,1.2282
329,0.3239,1.0903,0.8279,0.2677,0.3041,1.6819,1.4559
330,0.3183,0.8203,0.6887,0.2279,0.2725,1.3666,1.2795
331,0.3455,0.9254,0.9854,0.2581,0.2961,1.5290,1.6270
332,0.3466,0.3879,0.6957,0.2358,0.2727,0.9704,1.3151
