Iteration,Keygen Time (ms),Sign Time (ms),Verify Time (ms),Total Time (ms)
501,0.3050,0.5080,0.3320,1.1450
502,0.3010,0.5040,0.3230,1.1280
503,0.3020,0.7090,0.3250,1.3360
504,0.3090,1.1100,0.3240,1.7430
505,0.3020,1.4660,0.3230,2.0910
506,0.3010,0.7060,0.3230,1.3300
507,0.3020,0.5030,0.3240,1.1290
508,0.3000,0.6670,0.3240,1.2910
509,0.3010,1.9020,0.3240,2.5270
510,0.3050,0.6660,0.3250,1.2960
511,0.3010,0.6620,0.3230,1.2860
512,0.3010,0.5050,0.3330,1.1390
513,0.3020,1.7870,0.3230,2.4120
514,0.2990,0.7110,0.3240,1.3340
515,0.3090,1.3510,0.3280,1.9880
516,0.3040,0.5130,0.3280,1.1450
517,0.3060,0.5070,0.3280,1.1410
518,0.3050,1.6340,0.3300,2.2690
519,0.3110,0.5120,0.3280,1.1510
520,0.3060,0.8250,0.3280,1.4590
521,0.3050,1.2340,0.3290,1.8680
522,0.3050,1.0700,0.3350,1.7100
523,0.3040,0.6680,0.3280,1.3000
524,0.3030,0.6660,0.3270,1.2960
525,0.3090,0.7090,0.3270,1.3450
526,0.3030,0.5070,0.3270,1.1370
527,0.3030,0.8690,0.3280,1.5000
528,0.3050,1.8410,0.3270,2.4730
529,0.3030,0.5140,0.3270,1.1440
530,0.3040,2.8870,0.3280,3.5190
531,0.3040,1.2290,0.3280,1.8610
532,0.3030,2.1090,0.3280,2.7400
533,0.3050,1.5490,0.3280,2.1820
534,0.3050,2.5480,0.3280,3.1810
535,0.3040,1.0280,0.3280,1.6600
536,0.3030,0.9070,0.3270,1.5370
537,0.3040,1.0260,0.3280,1.6580
538,0.3080,1.0430,0.3320,1.6830
539,0.3120,0.5150,0.3280,1.1550
540,0.3040,1.8320,0.3320,2.4680
541,0.3060,1.6710,0.3270,2.3040
542,0.3040,1.2770,0.3280,1.9090
543,0.3050,1.4300,0.3280,2.0630
544,0.3040,1.4330,0.3280,2.0650
545,0.3060,0.7200,0.3340,1.3600
546,0.3200,0.5170,0.3300,1.1670
547,0.3050,0.5100,0.3280,1.1430
548,0.3060,2.3120,0.3280,2.9460
549,0.3070,2.1130,0.3280,2.7480
550,0.3040,2.2630,0.3300,2.8970
551,0.3030,0.9850,0.3280,1.6160
552,0.3050,0.9130,0.3300,1.5480
553,0.3080,0.5150,0.3300,1.1530
554,0.3050,0.5090,0.3280,1.1420
555,0.3030,1.0370,0.3280,1.6680
556,0.3080,0.6670,0.3270,1.3020
557,0.3060,0.5070,0.3270,1.1400
558,0.3060,0.7120,0.3280,1.3460
559,0.3060,1.0250,0.3270,1.6580
560,0.3090,0.5080,0.3270,1.1440
561,0.3030,1.2750,0.3270,1.9050
562,0.3060,0.5140,0.3290,1.1490
563,0.3050,0.7200,0.3290,1.3540
564,0.3050,2.4030,0.3280,3.0360
565,0.3030,0.6670,0.3280,1.2980
566,0.3110,0.7090,0.3270,1.3470
567,0.3040,1.1840,0.3270,1.8150
568,0.3060,0.5100,0.3280,1.1440
569,0.3060,0.9840,0.3270,1.6170
570,0.3050,1.0320,0.3300,1.6670
571,0.3090,0.6730,0.3270,1.3090
572,0.3060,0.5120,0.3280,1.1460
573,0.3050,0.5100,0.3290,1.1440
574,0.3050,1.6370,0.3480,2.2900
575,0.3060,0.7140,0.3290,1.3490
576,0.3030,0.7240,0.3300,1.3570
577,0.3190,0.6780,0.3290,1.3260
578,0.3350,1.2650,0.3340,1.9340
579,0.3330,0.7950,0.3330,1.4610
580,0.3130,0.6780,0.3340,1.3250
581,0.3100,1.0960,0.3310,1.7370
582,0.3060,0.5100,0.3300,1.1460
583,0.3060,1.5970,0.3280,2.2310
584,0.3040,0.5080,0.3280,1.1400
585,0.3050,0.7130,0.3290,1.3470
586,0.3100,0.7200,0.3350,1.3650
587,0.3040,0.5100,0.3270,1.1410
588,0.3060,0.7220,0.3280,1.3560
589,0.3040,0.6670,0.3270,1.2980
590,0.3050,0.8680,0.3330,1.5060
591,0.3050,1.9880,0.3270,2.6200
592,0.3040,1.5910,0.3280,2.2230
593,0.3040,1.5610,0.3360,2.2010
594,0.3050,1.2840,0.3310,1.9200
595,0.3040,0.5100,0.3270,1.1410
596,0.3080,0.5090,0.3280,1.1450
597,0.3040,0.6670,0.3270,1.2980
598,0.3040,0.7100,0.3280,1.3420
599,0.3060,0.5070,0.3270,1.1400
600,0.3050,1.8340,0.3270,2.4660
601,0.3030,1.8370,0.3310,2.4710
602,0.3090,0.5100,0.3270,1.1460
603,0.3060,1.1860,0.3330,1.8250
604,0.3130,1.2290,0.3280,1.8700
605,0.3060,0.6660,0.3270,1.2990
606,0.3040,1.2370,0.3290,1.8700
607,0.3070,0.8660,0.3270,1.5000
608,0.3070,2.9910,0.3280,3.6260
609,0.3060,1.2960,0.3290,1.9310
610,0.3050,1.7130,0.3390,2.3570
611,0.3060,1.9180,0.3280,2.5520
612,0.3060,1.0760,0.3280,1.7100
613,0.3060,0.9110,0.3270,1.5440
614,0.3030,0.9120,0.3280,1.5430
615,0.3050,1.2250,0.3290,1.8590
616,0.3040,0.9900,0.3280,1.6220
617,0.3050,2.9550,0.3280,3.5880
618,0.3020,2.1450,0.3300,2.7770
619,0.3060,1.7670,0.3340,2.4070
620,0.3090,0.5270,0.3310,1.1670
621,0.3080,0.6690,0.3280,1.3050
622,0.3040,0.5070,0.3270,1.1380
623,0.3100,6.4710,0.3290,7.1100
624,0.3050,0.6750,0.3290,1.3090
625,0.3040,0.7150,0.3290,1.3480
626,0.3060,0.7170,0.3400,1.3630
627,0.3060,0.6680,0.3280,1.3020
628,0.3030,0.7080,0.3290,1.3400
629,0.3040,1.4100,0.3280,2.0420
630,0.3050,0.5080,0.3270,1.1400
631,0.3050,0.5160,0.3290,1.1500
632,0.3060,3.4750,0.3280,4.1090
633,0.3050,0.6690,0.3290,1.3030
634,0.3030,0.7280,0.3290,1.3600
635,0.3080,1.5180,0.3340,2.1600
636,0.3030,0.6730,0.3240,1.3000
637,0.3000,1.2630,0.3240,1.8870
638,0.3000,1.1060,0.3230,1.7290
639,0.3010,1.4210,0.3230,2.0450
640,0.3000,0.8630,0.3240,1.4870
641,0.3000,0.9040,0.3280,1.5320
642,0.3060,1.0330,0.3240,1.6630
643,0.3070,2.7310,0.3260,3.3640
644,0.3020,1.7560,0.3240,2.3820
645,0.3070,1.0230,0.3240,1.6540
646,0.3020,0.8640,0.3230,1.4890
647,0.3000,0.5060,0.3240,1.1300
648,0.3000,0.6630,0.3230,1.2860
649,0.3010,1.2520,0.3260,1.8790
650,0.3020,2.6770,0.3360,3.3150
651,0.3020,2.6710,0.3240,3.2970
652,0.3000,1.2260,0.3230,1.8490
653,0.3010,0.8640,0.3240,1.4890
654,0.3020,0.5040,0.3240,1.1300
655,0.3030,0.8650,0.3240,1.4920
656,0.3030,0.7160,0.3290,1.3480
657,0.3030,0.7060,0.3240,1.3330
658,0.3010,1.3940,0.3300,2.0250
659,0.3050,0.8670,0.3240,1.4960
660,0.2980,1.8500,0.3310,2.4790
661,0.3050,0.5090,0.3280,1.1420
662,0.3040,2.9880,0.3270,3.6190
663,0.3040,1.2750,0.3310,1.9100
664,0.3060,0.9180,0.3270,1.5510
665,0.3070,0.5160,0.3280,1.1510
666,0.3090,1.1100,0.3280,1.7470
667,0.3050,0.5110,0.3360,1.1520
668,0.3040,1.0690,0.3280,1.7010
669,0.3040,0.5080,0.3280,1.1400
670,0.3070,0.8680,0.3270,1.5020
671,0.3030,0.8670,0.3280,1.4980
672,0.3050,0.7090,0.3280,1.3420
673,0.3040,0.6670,0.3280,1.2990
674,0.3040,0.5070,0.3320,1.1430
675,0.3010,0.7040,0.3240,1.3290
676,0.3000,0.5030,0.3230,1.1260
677,0.3000,1.4750,0.3290,2.1040
678,0.3070,0.5120,0.3280,1.1470
679,0.3070,1.1450,0.3260,1.7780
680,0.3020,0.5050,0.3240,1.1310
681,0.3000,1.6320,0.3240,2.2560
682,0.3030,1.0650,0.3250,1.6930
683,0.3000,1.5480,0.3230,2.1710
684,0.3010,0.5030,0.3240,1.1280
685,0.3010,0.6650,0.3240,1.2900
686,0.3010,0.9850,0.3270,1.6130
687,0.3050,1.4500,0.3260,2.0810
688,0.3030,0.5070,0.3240,1.1340
689,0.2990,0.5030,0.3240,1.1260
690,0.3030,0.9070,0.3230,1.5330
691,0.3020,2.4320,0.3240,3.0580
692,0.3010,0.8210,0.3240,1.4460
693,0.3010,1.9930,0.3230,2.6170
694,0.3010,0.5040,0.3270,1.1320
695,0.3090,0.5080,0.3270,1.1440
696,0.3030,1.2280,0.3240,1.8550
697,0.2970,0.5100,0.3240,1.1310
698,0.3010,0.6650,0.3240,1.2900
699,0.3010,1.4700,0.3230,2.0940
700,0.3020,1.2640,0.3240,1.8900
701,0.3000,0.7070,0.3240,1.3310
702,0.3000,0.5040,0.3240,1.1280
703,0.3000,1.1060,0.3270,1.7330
704,0.3040,0.5140,0.3280,1.1460
705,0.3030,1.6680,0.3370,2.3080
706,0.3020,1.1500,0.3240,1.7760
707,0.3010,1.0230,0.3340,1.6580
708,0.3010,0.7060,0.3230,1.3300
709,0.3010,1.2200,0.3270,1.8480
710,0.3000,0.5020,0.3230,1.1250
711,0.2990,0.5020,0.3240,1.1250
712,0.2980,0.6650,0.3240,1.2870
713,0.3030,2.5160,0.3400,3.1590
714,0.3030,3.7950,0.3240,4.4220
715,0.3020,0.7020,0.3240,1.3280
716,0.3010,0.7030,0.3260,1.3300
717,0.3010,0.8210,0.3240,1.4460
718,0.2990,0.7030,0.3230,1.3250
719,0.3040,0.9050,0.3250,1.5340
720,0.3000,1.0640,0.3240,1.6880
721,0.3050,0.9100,0.3260,1.5410
722,0.3010,0.5040,0.3240,1.1290
723,0.3000,0.5030,0.3380,1.1410
724,0.2990,1.6220,0.3240,2.2450
725,0.3010,1.3020,0.3240,1.9270
726,0.3000,1.0220,0.3230,1.6450
727,0.3010,0.5040,0.3230,1.1280
728,0.3020,0.8260,0.3250,1.4530
729,0.3030,0.9060,0.3370,1.5460
730,0.3020,0.8210,0.3230,1.4460
731,0.3050,0.5080,0.3240,1.1370
732,0.3100,1.1040,0.3240,1.7380
733,0.3000,2.1880,0.3240,2.8120
734,0.3010,1.0610,0.3240,1.6860
735,0.3010,0.7050,0.3240,1.3300
736,0.3010,0.6620,0.3230,1.2860
737,0.3040,0.5080,0.3240,1.1360
738,0.3100,0.6630,0.3230,1.2960
739,0.3010,0.5020,0.3230,1.1260
740,0.3010,0.5020,0.3260,1.1290
741,0.3020,1.0640,0.3230,1.6890
742,0.3030,0.5020,0.3230,1.1280
743,0.3070,0.5040,0.3230,1.1340
744,0.3000,0.6610,0.3240,1.2850
745,0.3010,0.7020,0.3250,1.3280
746,0.3000,0.6610,0.3230,1.2840
747,0.3000,1.1800,0.3230,1.8030
748,0.2990,1.6970,0.3230,2.3190
749,0.2990,0.6610,0.3260,1.2860
750,0.3000,0.7020,0.3230,1.3250
751,0.3000,1.6830,0.3260,2.3090
752,0.3050,0.8690,0.3240,1.4980
753,0.3000,0.5030,0.3230,1.1260
754,0.3000,1.7360,0.3240,2.3600
755,0.3000,1.2690,0.3250,1.8940
756,0.3010,2.2980,0.3240,2.9230
757,0.2990,0.5020,0.3230,1.1240
758,0.3000,1.3040,0.3240,1.9280
759,0.3030,0.5100,0.3250,1.1380
760,0.3040,1.0760,0.3240,1.7040
761,0.3040,0.5210,0.3240,1.1490
762,0.3030,1.3800,0.3240,2.0070
763,0.2990,0.5060,0.3240,1.1290
764,0.3020,1.7040,0.3230,2.3290
765,0.3010,0.7050,0.3230,1.3290
766,0.3000,0.5020,0.3230,1.1250
767,0.2980,0.6620,0.3240,1.2840
768,0.3010,1.0760,0.3260,1.7030
769,0.3030,0.7070,0.3240,1.3340
770,0.3190,0.5060,0.3240,1.1490
771,0.3030,0.5080,0.3230,1.1340
772,0.3010,0.8260,0.3240,1.4510
773,0.3000,1.0630,0.3250,1.6880
774,0.3030,0.5030,0.3230,1.1290
775,0.2990,0.9040,0.3240,1.5270
776,0.3000,0.5030,0.3230,1.1260
777,0.3000,0.7090,0.3240,1.3330
778,0.2990,0.7140,0.3290,1.3420
779,0.3050,0.5100,0.3240,1.1390
780,0.3040,1.1080,0.3240,1.7360
781,0.2990,1.2240,0.3300,1.8530
782,0.3050,0.7080,0.3230,1.3360
783,0.3020,1.0210,0.3240,1.6470
784,0.3020,0.9060,0.3240,1.5320
785,0.3000,1.5870,0.3250,2.2120
786,0.3000,0.8620,0.3250,1.4870
787,0.3030,1.5240,0.3240,2.1510
788,0.3020,1.3600,0.3250,1.9870
789,0.3030,0.6790,0.3240,1.3060
790,0.3010,1.0650,0.3230,1.6890
791,0.3000,0.8290,0.3250,1.4540
792,0.3000,0.5030,0.3240,1.1270
793,0.3010,0.7040,0.3230,1.3280
794,0.3040,0.5040,0.3230,1.1310
795,0.3020,0.7030,0.3250,1.3300
796,0.3040,1.9980,0.3240,2.6260
797,0.3030,1.5420,0.3340,2.1790
798,0.3020,0.5090,0.3240,1.1350
799,0.3010,0.6630,0.3230,1.2870
800,0.3010,0.7130,0.3240,1.3380
801,0.3030,0.5040,0.3240,1.1310
802,0.2990,0.7030,0.3230,1.3250
803,0.3010,1.0620,0.3240,1.6870
804,0.3000,1.7190,0.3250,2.3440
805,0.3010,2.0620,0.3240,2.6870
806,0.3020,0.6630,0.3270,1.2920
807,0.3030,0.5060,0.3240,1.1330
808,0.2990,1.0670,0.3250,1.6910
809,0.3020,0.6630,0.3240,1.2890
810,0.3010,2.4220,0.3240,3.0470
811,0.3000,0.5030,0.3240,1.1270
812,0.3010,0.6650,0.3230,1.2890
813,0.3000,0.6620,0.3240,1.2860
814,0.2980,0.8660,0.3240,1.4880
815,0.3010,0.7050,0.3240,1.3300
816,0.3000,1.0630,0.3300,1.6930
817,0.3030,0.5120,0.3240,1.1390
818,0.3010,1.0330,0.3240,1.6580
819,0.3130,0.5090,0.3240,1.1460
820,0.3000,0.8640,0.3240,1.4880
821,0.3000,0.6670,0.3240,1.2910
822,0.3010,1.4670,0.3240,2.0920
823,0.3000,0.7070,0.3240,1.3310
824,0.3020,0.8640,0.3230,1.4890
825,0.3020,1.5840,0.3240,2.2100
826,0.3030,1.4000,0.3260,2.0290
827,0.3020,1.4460,0.3240,2.0720
828,0.3000,0.9050,0.3240,1.5290
829,0.3040,1.0230,0.3240,1.6510
830,0.3010,0.7050,0.3240,1.3300
831,0.3000,3.2660,0.3240,3.8900
832,0.3020,0.5120,0.3250,1.1390
833,0.3040,0.9220,0.3250,1.5510
834,0.3020,1.0500,0.3290,1.6810
835,0.3000,1.0660,0.3230,1.6890
836,0.3010,1.2780,0.3240,1.9030
837,0.3010,1.5100,0.3240,2.1350
838,0.3050,0.9810,0.3230,1.6090
839,0.3000,0.8200,0.3230,1.4430
840,0.3010,0.5060,0.3230,1.1300
841,0.3000,1.7860,0.3260,2.4120
842,0.3000,0.6710,0.3240,1.2950
843,0.3030,1.2710,0.3240,1.8980
844,0.3020,0.5120,0.3230,1.1370
845,0.2990,1.1820,0.3230,1.8040
846,0.3010,1.5030,0.3250,2.1290
847,0.3010,0.9060,0.3230,1.5300
848,0.3010,0.5070,0.3230,1.1310
849,0.3000,0.8630,0.3230,1.4860
850,0.3020,0.9170,0.3330,1.5520
851,0.3020,0.7060,0.3240,1.3320
852,0.3020,1.1920,0.3370,1.8310
853,0.3020,0.6640,0.3240,1.2900
854,0.3000,0.9040,0.3230,1.5270
855,0.3040,0.8640,0.3230,1.4910
856,0.3000,1.2640,0.3240,1.8880
857,0.3030,0.5030,0.3240,1.1300
858,0.3030,0.7030,0.3230,1.3290
859,0.3000,2.6990,0.3250,3.3240
860,0.3000,0.5040,0.3230,1.1270
861,0.3050,0.6700,0.3240,1.2990
862,0.2990,0.8650,0.3230,1.4870
863,0.3010,0.5100,0.3240,1.1350
864,0.3020,1.0220,0.3240,1.6480
865,0.3010,0.5030,0.3270,1.1310
866,0.3000,0.5030,0.3230,1.1260
867,0.3010,0.5030,0.3240,1.1280
868,0.3010,1.2750,0.3270,1.9030
869,0.3020,1.4660,0.3230,2.0910
870,0.3020,0.5040,0.3240,1.1300
871,0.3050,1.4750,0.3240,2.1040
872,0.3020,1.0230,0.3240,1.6490
873,0.3000,1.0650,0.3240,1.6890
874,0.3000,1.1830,0.3240,1.8070
875,0.2990,0.6630,0.3240,1.2860
876,0.3050,0.5040,0.3240,1.1330
877,0.3040,0.6680,0.3240,1.2960
878,0.3020,0.7030,0.3300,1.3350
879,0.2990,0.9840,0.3240,1.6070
880,0.3020,2.2050,0.3240,2.8310
881,0.3010,0.5050,0.3240,1.1300
882,0.2990,0.7200,0.3330,1.3520
883,0.3080,2.1460,0.3300,2.7840
884,0.3140,1.3130,0.3280,1.9550
885,0.3040,0.8680,0.3270,1.4990
886,0.3050,0.5070,0.3280,1.1400
887,0.3030,0.6680,0.3270,1.2980
888,0.3060,1.2720,0.3280,1.9060
889,0.3060,1.4010,0.3310,2.0380
890,0.3190,1.3270,0.3280,1.9740
891,0.3040,0.8680,0.3270,1.4990
892,0.3110,2.2810,0.3280,2.9200
893,0.3040,0.6710,0.3280,1.3030
894,0.3040,0.6680,0.3280,1.3000
895,0.3030,0.5060,0.3270,1.1360
896,0.3050,0.7100,0.3270,1.3420
897,0.3030,0.5070,0.3280,1.1380
898,0.3090,1.8190,0.3300,2.4580
899,0.3060,0.5100,0.3240,1.1400
900,0.2980,1.7510,0.3240,2.3730
901,0.3000,1.0240,0.3240,1.6480
902,0.3030,1.4700,0.3240,2.0970
903,0.2990,0.5030,0.3230,1.1250
904,0.3020,0.8680,0.3240,1.4940
905,0.3010,0.7050,0.3240,1.3300
906,0.3010,1.9790,0.3270,2.6070
907,0.3020,3.9270,0.3250,4.5540
908,0.3010,1.2260,0.3240,1.8510
909,0.2980,0.7040,0.3240,1.3260
910,0.3000,0.7040,0.3270,1.3310
911,0.3010,0.5040,0.3240,1.1290
912,0.3020,0.5030,0.3230,1.1280
913,0.3030,1.0780,0.3300,1.7110
914,0.3030,1.2770,0.3240,1.9040
915,0.3010,0.9190,0.3250,1.5450
916,0.3020,1.1420,0.3240,1.7680
917,0.3000,0.5080,0.3240,1.1320
918,0.3010,0.5040,0.3230,1.1280
919,0.3010,0.7030,0.3230,1.3270
920,0.3020,0.5030,0.3230,1.1280
921,0.2990,1.5860,0.3250,2.2100
922,0.3020,0.6670,0.3330,1.3020
923,0.3010,0.7080,0.3240,1.3330
924,0.3050,0.7240,0.3250,1.3540
925,0.3020,0.7060,0.3240,1.3320
926,0.3020,0.5030,0.3280,1.1330
927,0.3020,1.5860,0.3240,2.2120
928,0.3000,0.6620,0.3270,1.2890
929,0.3020,1.0240,0.3240,1.6500
930,0.3000,1.2270,0.3250,1.8520
931,0.3020,1.0280,0.3270,1.6570
932,0.2990,0.8650,0.3290,1.4930
933,0.3040,1.0780,0.3240,1.7060
934,0.3020,1.1080,0.3290,1.7390
935,0.3020,1.3860,0.3240,2.0120
936,0.3020,1.2310,0.3250,1.8580
937,0.3010,0.7040,0.3230,1.3280
938,0.3010,0.5030,0.3240,1.1280
939,0.3020,0.8670,0.3240,1.4930
940,0.3010,1.6780,0.3240,2.3030
941,0.3010,1.2250,0.3250,1.8510
942,0.3000,0.5070,0.3260,1.1330
943,0.3080,1.1840,0.3240,1.8160
944,0.3010,0.5040,0.3240,1.1290
945,0.2980,2.4330,0.3240,3.0550
946,0.3030,0.5040,0.3240,1.1310
947,0.3000,0.9060,0.3230,1.5290
948,0.2990,1.2780,0.3240,1.9010
949,0.3020,0.5070,0.3240,1.1330
950,0.3000,0.9050,0.3240,1.5290
951,0.3030,0.6720,0.3280,1.3030
952,0.3020,0.5070,0.3240,1.1330
953,0.3000,1.8010,0.3240,2.4250
954,0.3010,1.0650,0.3240,1.6900
955,0.3000,0.8250,0.3230,1.4480
956,0.3010,0.5040,0.3240,1.1290
957,0.3010,0.7050,0.3270,1.3330
958,0.2990,0.5030,0.3230,1.1250
959,0.2990,0.5030,0.3240,1.1260
960,0.3020,0.6670,0.3240,1.2930
961,0.3000,0.5040,0.3240,1.1280
962,0.2990,0.5040,0.3250,1.1280
963,0.3050,2.1680,0.3250,2.7980
964,0.3020,1.0410,0.3250,1.6680
965,0.3020,0.7040,0.3240,1.3300
966,0.3020,1.5630,0.3260,2.1910
967,0.3010,0.8650,0.3240,1.4900
968,0.3010,1.0690,0.3240,1.6940
969,0.3010,1.8270,0.3240,2.4520
970,0.3040,0.7060,0.3250,1.3350
971,0.3030,1.9980,0.3350,2.6360
972,0.3010,0.5060,0.3230,1.1300
973,0.3010,0.7040,0.3230,1.3280
974,0.3020,1.3110,0.3240,1.9370
975,0.3020,1.5450,0.3300,2.1770
976,0.3020,0.7050,0.3240,1.3310
977,0.2990,0.6630,0.3240,1.2860
978,0.3000,0.5070,0.3240,1.1310
979,0.3010,1.9260,0.3240,2.5510
980,0.3110,1.0350,0.3260,1.6720
981,0.3040,0.5040,0.3230,1.1310
982,0.3010,1.6330,0.3240,2.2580
983,0.3020,0.5050,0.3230,1.1300
984,0.3010,0.7200,0.3300,1.3510
985,0.3040,1.0260,0.3270,1.6570
986,0.3070,1.0740,0.3270,1.7080
987,0.3040,1.4370,0.3270,2.0680
988,0.3130,1.4240,0.3280,2.0650
989,0.3050,1.6390,0.3310,2.2750
990,0.3080,1.6420,0.3290,2.2790
991,0.3030,0.8780,0.3290,1.5100
992,0.3040,0.6650,0.3270,1.2960
993,0.3040,1.0280,0.3270,1.6590
994,0.3050,0.5060,0.3270,1.1380
995,0.3030,0.5060,0.3270,1.1360
996,0.3080,0.5060,0.3270,1.1410
997,0.3040,0.8650,0.3270,1.4960
998,0.3060,0.9090,0.3280,1.5430
999,0.3040,0.6640,0.3270,1.2950
1000,0.3050,0.5110,0.3300,1.1460
